heldout_family,heldout_tasks,model,sharing,information_set,selected_hyperparameters,macro_log_loss,macro_brier,macro_auc,state_weighted_log_loss,episode_weighted_log_loss,tasks,states
evidence_gathering,information_sampling,perseveration,hierarchical,observable,"{""history_decay"": 0.7, ""penalty"": 0.01}",0.820197048452172,0.308312871892056,0.5353535353535352,0.8201970484521721,0.9969322035172666,1,40
evidence_gathering,information_sampling,dual_history,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.731120279011285,0.26843857281494,0.46464646464646464,0.7311202790112852,0.8127563497774488,1,40
evidence_gathering,information_sampling,dual_history,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",0.789135217280076,0.294271643183517,0.5151515151515151,0.7891352172800756,0.9557534657720709,1,40
evidence_gathering,information_sampling,dynamic_reevaluation,fully_shared,observable,"{""penalty"": 0.01}",0.914851334197732,0.345330093977457,0.5707070707070707,0.9148513341977316,1.1415635633994616,1,40
evidence_gathering,information_sampling,dynamic_reevaluation,hierarchical,observable,"{""penalty"": 0.01}",0.907860559796111,0.342924618493356,0.5707070707070707,0.9078605597961106,1.1287827973888402,1,40
evidence_gathering,information_sampling,option_termination,fully_shared,observable,"{""penalty"": 0.01}",0.836212132058376,0.31482553448957,0.48989898989898983,0.8362121320583762,0.971840802094846,1,40
evidence_gathering,information_sampling,option_termination,hierarchical,observable,"{""penalty"": 0.01}",0.839357935317971,0.316238188326193,0.48989898989898983,0.839357935317971,0.9794543813901448,1,40
evidence_gathering,information_sampling,competitive_time_reward,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.810462122772637,0.304590836220799,0.5151515151515151,0.8104621227726373,0.9588092292878961,1,40
evidence_gathering,information_sampling,competitive_time_reward,hierarchical,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.824603502937888,0.310538214557922,0.5353535353535352,0.8246035029378879,0.9875678419250516,1,40
evidence_gathering,information_sampling,latent_commitment,fully_shared,observable,"{""penalty"": 0.01, ""rho"": 0.25}",0.907793813154581,0.341275413081149,0.46464646464646464,0.9077938131545806,1.1381927844689825,1,40
evidence_gathering,information_sampling,latent_commitment,hierarchical,observable,"{""penalty"": 0.01, ""rho"": 0.5}",0.986152359366695,0.367170061113124,0.5151515151515151,0.9861523593666949,1.2930843969254449,1,40
evidence_gathering,information_sampling,sunk_extension,fully_shared,observable,"{""penalty"": 0.01}",0.716592640734528,0.261500221477153,0.5454545454545455,0.7165926407345281,0.7619034455327921,1,40
evidence_gathering,information_sampling,sunk_extension,hierarchical,observable,"{""penalty"": 0.01}",0.762859788663365,0.283444335122971,0.5353535353535352,0.7628597886633647,0.8694391696500076,1,40
evidence_gathering,information_sampling,flexible_linear,fully_shared,observable,"{""penalty"": 0.01}",0.733045991849306,0.269242239647456,0.5353535353535354,0.733045991849306,0.8415957127092176,1,40
evidence_gathering,information_sampling,flexible_linear,hierarchical,observable,"{""penalty"": 0.01}",0.807837808973841,0.299652939693792,0.5353535353535355,0.8078378089738412,1.033464643460837,1,40
evidence_gathering,information_sampling,mlp,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",0.718396688970585,0.262346751683691,0.5555555555555556,0.7183966889705852,0.8070645544802795,1,40
evidence_gathering,information_sampling,mlp,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",0.72770255208262,0.266789677810508,0.5151515151515151,0.72770255208262,0.794748929920192,1,40
evidence_gathering,information_sampling,gru,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",0.711491959374767,0.256442144678195,0.6161616161616161,0.7114919593747671,0.8827823371304347,1,40
evidence_gathering,information_sampling,gru,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",0.800706433314646,0.293882151812411,0.5454545454545454,0.8007064333146463,1.055968746342594,1,40
learning_history,partial_reinforcement,intercept,fully_shared,observable,"{""penalty"": 0.01}",0.957637851377315,0.366514569108783,0.5,0.9576378513773148,1.0329169969793768,1,20
learning_history,partial_reinforcement,intercept,hierarchical,observable,"{""penalty"": 0.01}",0.940938092607429,0.360273867645011,0.5,0.9409380926074293,1.0130477846802222,1,20
learning_history,partial_reinforcement,time_only,fully_shared,observable,"{""penalty"": 0.01}",0.951248285815035,0.364144056511139,0.16666666666666666,0.9512482858150347,1.0243589435705767,1,20
learning_history,partial_reinforcement,time_only,hierarchical,observable,"{""penalty"": 0.01}",0.948331837751345,0.363055107487269,0.16666666666666666,0.9483318377513446,1.0210969327549138,1,20
learning_history,partial_reinforcement,immediate_state,fully_shared,observable,"{""penalty"": 0.01}",0.940232547886022,0.357657563040316,0.5,0.9402325478860215,1.0167118999399756,1,20
learning_history,partial_reinforcement,immediate_state,hierarchical,observable,"{""penalty"": 0.01}",0.957806575337676,0.36431943118082,0.5833333333333334,0.9578065753376759,1.0371077386818708,1,20
learning_history,partial_reinforcement,finite_history,fully_shared,observable,"{""history_lag"": 1, ""penalty"": 0.01}",1.104973144829419,0.40303847379957,0.625,1.1049731448294193,1.290855056010223,1,20
learning_history,partial_reinforcement,finite_history,hierarchical,observable,"{""history_lag"": 2, ""penalty"": 0.01}",0.525964753406078,0.170460949937417,0.9166666666666667,0.5259647534060778,0.5554491483241377,1,20
learning_history,partial_reinforcement,exponential_reward,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.928322683563409,0.34904125940889,0.7083333333333334,0.9283226835634089,1.0463660011787042,1,20
learning_history,partial_reinforcement,exponential_reward,hierarchical,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.964281679333187,0.363292872643263,0.7083333333333334,0.9642816793331868,1.0865731802140026,1,20
learning_history,partial_reinforcement,perseveration,fully_shared,observable,"{""history_decay"": 0.95, ""penalty"": 0.01}",1.227136170617615,0.444218516677015,0.37500000000000006,1.2271361706176152,1.3613764859644215,1,20
learning_history,partial_reinforcement,perseveration,hierarchical,observable,"{""history_decay"": 0.95, ""penalty"": 0.01}",0.679138581236141,0.243120807502195,0.5833333333333334,0.6791385812361408,0.6704345901424938,1,20
learning_history,partial_reinforcement,dual_history,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.906492084410676,0.340576559306486,0.7083333333333334,0.9064920844106755,1.0197673159282978,1,20
learning_history,partial_reinforcement,dual_history,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",0.968772301810852,0.363135747861979,0.6666666666666666,0.9687723018108517,1.0997765578320542,1,20
learning_history,partial_reinforcement,dynamic_reevaluation,fully_shared,observable,"{""penalty"": 0.01}",0.978718609846428,0.374098929186658,0.4583333333333333,0.9787186098464279,1.0590695813193873,1,20
learning_history,partial_reinforcement,dynamic_reevaluation,hierarchical,observable,"{""penalty"": 0.01}",0.986423525201433,0.376873079704564,0.4583333333333333,0.9864235252014334,1.0679426721245955,1,20
learning_history,partial_reinforcement,option_termination,fully_shared,observable,"{""penalty"": 0.01}",1.039161279090504,0.393818351842206,0.49999999999999994,1.0391612790905038,1.1308125571724144,1,20
learning_history,partial_reinforcement,option_termination,hierarchical,observable,"{""penalty"": 0.01}",1.021629751948308,0.388178595781048,0.49999999999999994,1.0216297519483084,1.1101378020499528,1,20
learning_history,partial_reinforcement,competitive_time_reward,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.994858339895493,0.373735173142324,0.625,0.9948583398954934,1.134342960128807,1,20
learning_history,partial_reinforcement,competitive_time_reward,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",1.045661831652642,0.390924929866845,0.8333333333333334,1.0456618316526423,1.1920083848034417,1,20
learning_history,partial_reinforcement,latent_commitment,fully_shared,observable,"{""penalty"": 0.01, ""rho"": 0.0}",0.940232547886022,0.357657563040316,0.5,0.9402325478860215,1.0167118999399756,1,20
learning_history,partial_reinforcement,latent_commitment,hierarchical,observable,"{""penalty"": 0.01, ""rho"": 0.95}",0.856648976403154,0.324327143378361,0.5833333333333334,0.856648976403154,0.9205266787174816,1,20
learning_history,partial_reinforcement,sunk_extension,fully_shared,observable,"{""penalty"": 0.01}",0.914202616109259,0.347804221689593,0.5833333333333334,0.9142026161092593,0.9847410729137168,1,20
learning_history,partial_reinforcement,sunk_extension,hierarchical,observable,"{""penalty"": 0.01}",0.950657030842039,0.361727514193804,0.5833333333333334,0.9506570308420388,1.0285661596978934,1,20
learning_history,partial_reinforcement,flexible_linear,fully_shared,observable,"{""penalty"": 0.01}",0.972595001586601,0.359081602745418,0.625,0.9725950015866008,1.1342843789046453,1,20
learning_history,partial_reinforcement,flexible_linear,hierarchical,observable,"{""penalty"": 0.01}",0.592682442892779,0.201465589629391,0.8333333333333334,0.5926824428927795,0.6133197177451303,1,20
learning_history,partial_reinforcement,mlp,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",1.234668156459807,0.436254048104825,0.625,1.2346681564598072,1.443085528461346,1,20
learning_history,partial_reinforcement,mlp,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",1.060992989165941,0.383271856365373,0.625,1.0609929891659409,1.2712891162663793,1,20
learning_history,partial_reinforcement,gru,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",1.802529087041605,0.535473892980014,0.5416666666666667,1.8025290870416053,2.074916915182483,1,20
learning_history,partial_reinforcement,gru,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",1.300526720237282,0.447785206646921,0.7083333333333334,1.3005267202372819,1.5544740187188477,1,20
problem_solving,solvability,intercept,fully_shared,observable,"{""penalty"": 0.01}",0.681668412264453,0.242922336292631,0.5,0.6816684122644532,0.956704245882079,1,313
problem_solving,solvability,intercept,hierarchical,observable,"{""penalty"": 0.01}",0.677046014527643,0.24103889896248,0.5,0.677046014527643,0.9369408366845297,1,313
problem_solving,solvability,time_only,fully_shared,observable,"{""penalty"": 0.01}",0.683261559805016,0.243519377507559,0.4046964939822083,0.6832615598050162,0.9695906068876132,1,313
problem_solving,solvability,time_only,hierarchical,observable,"{""penalty"": 0.01}",0.682333407567857,0.243137357171663,0.4046964939822083,0.6823334075678573,0.9662878143165623,1,313
problem_solving,solvability,immediate_state,fully_shared,observable,"{""penalty"": 0.01}",0.679817898506936,0.243523123693609,0.5532443746729462,0.6798178985069359,0.7348951269836913,1,313
problem_solving,solvability,immediate_state,hierarchical,observable,"{""penalty"": 0.01}",0.660135808734028,0.233729392966712,0.5435199720914007,0.6601358087340276,0.8399201639404267,1,313
problem_solving,solvability,finite_history,fully_shared,observable,"{""history_lag"": 2, ""penalty"": 0.01}",0.697399405027691,0.246045820157144,0.47638670852956566,0.6973994050276912,1.0772650829056722,1,313
problem_solving,solvability,finite_history,hierarchical,observable,"{""history_lag"": 1, ""penalty"": 0.01}",0.673416276817874,0.237202766044825,0.593864468864469,0.6734162768178741,1.079218240820358,1,313
problem_solving,solvability,exponential_reward,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.619496934786448,0.214399174548955,0.7352607709750567,0.619496934786448,0.7103727001347588,1,313
problem_solving,solvability,exponential_reward,hierarchical,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.610310314454897,0.211710966382888,0.7516570730856446,0.6103103144548967,0.8215423119376017,1,313
problem_solving,solvability,perseveration,fully_shared,observable,"{""history_decay"": 0.95, ""penalty"": 0.01}",0.709459828981504,0.258053844282832,0.5669806384092098,0.7094598289815037,0.6770778801791915,1,313
problem_solving,solvability,perseveration,hierarchical,observable,"{""history_decay"": 0.7, ""penalty"": 0.01}",0.685516780251349,0.244458576192854,0.4820338391766963,0.6855167802513491,0.9508864363218991,1,313
problem_solving,solvability,dual_history,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.63243042666395,0.220335673807135,0.6359672073957788,0.6324304266639503,0.7833505250287329,1,313
problem_solving,solvability,dual_history,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",0.636358271755017,0.222739788535061,0.6572475143903715,0.6363582717550169,0.9198981811323278,1,313
problem_solving,solvability,dynamic_reevaluation,fully_shared,observable,"{""penalty"": 0.01}",0.674048383416907,0.239765438952279,0.5167669631955346,0.6740483834169072,0.9202727199945431,1,313
problem_solving,solvability,dynamic_reevaluation,hierarchical,observable,"{""penalty"": 0.01}",0.673679600650157,0.239606918513612,0.5167669631955346,0.673679600650157,0.9180271061378791,1,313
problem_solving,solvability,option_termination,fully_shared,observable,"{""penalty"": 0.01}",0.654968745679203,0.231321906616705,0.5656506192220478,0.6549687456792034,0.8169146689204188,1,313
problem_solving,solvability,option_termination,hierarchical,observable,"{""penalty"": 0.01}",0.654652326678143,0.231189566907799,0.5655197976626548,0.6546523266781433,0.8105857906065823,1,313
problem_solving,solvability,competitive_time_reward,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.622615381150253,0.217773962364308,0.7476888191173905,0.6226153811502532,0.8665721650739909,1,313
problem_solving,solvability,competitive_time_reward,hierarchical,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.628025244301859,0.220502941703851,0.7583289726146869,0.6280252443018592,0.8995072893933557,1,313
problem_solving,solvability,latent_commitment,fully_shared,observable,"{""penalty"": 0.01, ""rho"": 0.95}",1.760342726298627,0.466546431891669,0.36638758067329497,1.760342726298627,1.1224498879617644,1,313
problem_solving,solvability,latent_commitment,hierarchical,observable,"{""penalty"": 0.01, ""rho"": 0.95}",0.882867423222162,0.326724635700836,0.3700505843362986,0.8828674232221623,1.060053503593946,1,313
problem_solving,solvability,sunk_extension,fully_shared,observable,"{""penalty"": 0.01}",0.686496533122785,0.246796645863587,0.5293476364904935,0.6864965331227851,0.7246225457919933,1,313
problem_solving,solvability,sunk_extension,hierarchical,observable,"{""penalty"": 0.01}",0.662542704575361,0.234925296522989,0.533751962323391,0.6625427045753615,0.8400416705662823,1,313
problem_solving,solvability,flexible_linear,fully_shared,observable,"{""penalty"": 0.01}",0.700869900370476,0.247517686867311,0.46027385313099606,0.7008699003704757,1.0085798949765867,1,313
problem_solving,solvability,flexible_linear,hierarchical,observable,"{""penalty"": 0.01}",0.70677409891946,0.247469175370372,0.5082635618349904,0.7067740989194597,1.1362894079501842,1,313
problem_solving,solvability,mlp,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",0.766291831888332,0.280495811190632,0.46642246642246643,0.7662918318883317,0.9353979146931206,1,313
problem_solving,solvability,mlp,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",0.729529140656728,0.263386492412628,0.47762951334379905,0.7295291406567278,0.9646152120245924,1,313
problem_solving,solvability,gru,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",0.652940873793872,0.220501146837493,0.693179836036979,0.6529408737938723,0.9373886444220514,1,313
problem_solving,solvability,gru,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 100, ""hidden_size"": 64, ""learning_rate"": 0.001}",0.697669434471419,0.238800398983175,0.676391069248212,0.6976694344714193,1.0704346809372296,1,313
reward_pursuit,bandit;foraging,intercept,fully_shared,observable,"{""penalty"": 0.01}",0.582873597166819,0.195554927693797,0.5,0.543738670154977,0.6391796524496836,2,2164
reward_pursuit,bandit;foraging,intercept,hierarchical,observable,"{""penalty"": 0.01}",0.583188326077082,0.195705850100365,0.5,0.5441907676600536,0.6392967399106235,2,2164
reward_pursuit,bandit;foraging,time_only,fully_shared,observable,"{""penalty"": 0.01}",0.580831135160753,0.194587264099713,0.5204727745800853,0.5384784923818354,0.6403401762110155,2,2164
reward_pursuit,bandit;foraging,time_only,hierarchical,observable,"{""penalty"": 0.01}",0.585320126399187,0.196731173841685,0.5204727745800853,0.5462357259766923,0.6409450371347859,2,2164
reward_pursuit,bandit;foraging,immediate_state,fully_shared,observable,"{""penalty"": 0.01}",0.575747419688836,0.192335996412548,0.587695603885771,0.5468848113173991,0.6242066796707761,2,2164
reward_pursuit,bandit;foraging,immediate_state,hierarchical,observable,"{""penalty"": 0.01}",0.586043371154081,0.197304480348766,0.5726710640211974,0.563708519409174,0.6259098677978208,2,2164
reward_pursuit,bandit;foraging,finite_history,fully_shared,observable,"{""history_lag"": 5, ""penalty"": 0.01}",2.167556213543565,0.444591136509056,0.360528086086797,3.0885951501905815,1.0564850739462337,2,2164
reward_pursuit,bandit;foraging,finite_history,hierarchical,observable,"{""history_lag"": 2, ""penalty"": 0.01}",1.782118270631296,0.418988634763788,0.4053363971415468,2.4787934843350703,0.9416912385699708,2,2164
reward_pursuit,bandit;foraging,exponential_reward,fully_shared,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",0.650539867978983,0.227867810807513,0.6513826637384912,0.6222131975061886,0.7021803406125864,2,2164
reward_pursuit,bandit;foraging,exponential_reward,hierarchical,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.605393004252492,0.208791710827461,0.6328485432750794,0.5714320067451967,0.6664099367615647,2,2164
reward_pursuit,bandit;foraging,perseveration,fully_shared,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",0.589136860444158,0.199315517503343,0.4195987965130471,0.5351811832210506,0.6567426763621494,2,2164
reward_pursuit,bandit;foraging,perseveration,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",0.604876050574332,0.206830602007892,0.4103812216630998,0.563961249117269,0.6564394455106629,2,2164
reward_pursuit,bandit;foraging,dual_history,fully_shared,observable,"{""history_decay"": 0.0, ""penalty"": 0.01}",0.648989838030744,0.228826243891415,0.5625090164721913,0.5949612933361375,0.7223867454846185,2,2164
reward_pursuit,bandit;foraging,dual_history,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",0.641284213256913,0.224916683872156,0.5759144074272264,0.5868886114378925,0.7098184314059911,2,2164
reward_pursuit,bandit;foraging,dynamic_reevaluation,fully_shared,observable,"{""penalty"": 0.01}",0.568176982414285,0.188570097200224,0.5953696893015139,0.52367182879254,0.6304770141823516,2,2164
reward_pursuit,bandit;foraging,dynamic_reevaluation,hierarchical,observable,"{""penalty"": 0.01}",0.562846491800066,0.1860537076364,0.5953696893015139,0.5154773936300148,0.6300585827013072,2,2164
reward_pursuit,bandit;foraging,option_termination,fully_shared,observable,"{""penalty"": 0.01}",0.55298804526206,0.181689550245606,0.5953696893015139,0.48961117264692605,0.6180345758984062,2,2164
reward_pursuit,bandit;foraging,option_termination,hierarchical,observable,"{""penalty"": 0.01}",0.552580499405683,0.181394007366528,0.5953696893015139,0.4922828061741523,0.6190651406545692,2,2164
reward_pursuit,bandit;foraging,competitive_time_reward,fully_shared,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",0.650439819501112,0.228198664130562,0.620167241963862,0.616967210480331,0.709466270662159,2,2164
reward_pursuit,bandit;foraging,competitive_time_reward,hierarchical,observable,"{""history_decay"": 0.25, ""penalty"": 0.01}",0.62767229380622,0.218627112238078,0.6184188304482063,0.5921707449560085,0.6871581652261517,2,2164
reward_pursuit,bandit;foraging,latent_commitment,fully_shared,observable,"{""penalty"": 0.01, ""rho"": 0.0}",0.575747419688836,0.192335996412548,0.587695603885771,0.5468848113173991,0.6242066796707761,2,2164
reward_pursuit,bandit;foraging,latent_commitment,hierarchical,observable,"{""penalty"": 0.01, ""rho"": 0.95}",0.960766755086947,0.275097502871857,0.4301508647291644,1.1843316163661037,0.7038260264434808,2,2164
reward_pursuit,bandit;foraging,sunk_extension,fully_shared,observable,"{""penalty"": 0.01}",0.575399707040563,0.192164968883105,0.5886386655057081,0.546373068093922,0.6239951217876508,2,2164
reward_pursuit,bandit;foraging,sunk_extension,hierarchical,observable,"{""penalty"": 0.01}",0.584621797918447,0.19661762547275,0.5721155691080231,0.5617406421888012,0.625196733140333,2,2164
reward_pursuit,bandit;foraging,flexible_linear,fully_shared,observable,"{""penalty"": 0.01}",2.01462831617221,0.440466623616321,0.38396465041427985,2.833420651892809,1.029248228893973,2,2164
reward_pursuit,bandit;foraging,flexible_linear,hierarchical,observable,"{""penalty"": 0.01}",2.039888392604649,0.4353861886021,0.3814951050739299,2.8823391408607693,1.0160170725456337,2,2164
reward_pursuit,bandit;foraging,mlp,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",1.558831114948821,0.407437207658347,0.4054353010746239,2.066176755591972,0.9568149514070596,2,2164
reward_pursuit,bandit;foraging,mlp,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 120, ""hidden_size"": 32, ""learning_rate"": 0.001}",1.442837841778199,0.402999545592136,0.4330380312632638,1.8902214060667646,0.9271611427751344,2,2164
reward_pursuit,bandit;foraging,gru,fully_shared,observable,"{""dropout"": 0.0, ""epochs"": 90, ""hidden_size"": 64, ""learning_rate"": 0.001}",1.596951763055187,0.443859076324627,0.4593985820627251,2.109795927961885,1.034325559025315,2,2164
reward_pursuit,bandit;foraging,gru,hierarchical,observable,"{""dropout"": 0.0, ""epochs"": 84, ""hidden_size"": 64, ""learning_rate"": 0.001}",1.655282606360299,0.44191602084081,0.4377211284260409,2.1926406693471425,1.0288261868914659,2,2164
